Time_s,Target_X_m,Target_Y_m,Current_X_m,Current_Y_m,Error_X_m,Error_Y_m,Error_Dist_m,PID_Out_X,PID_Out_Y,Normal_X,Normal_Y,Normal_Z,Tilt_Angle_deg,Centered
5.8623,0.0000,0.0000,0.2765,0.1109,-0.2765,-0.1109,0.2979,-1.2518,-0.5022,-0.0809,-0.0325,0.9962,5.00,0
5.9726,0.0000,0.0000,0.2574,0.1130,-0.2574,-0.1130,0.2811,-0.0563,-0.0664,-0.0563,-0.0664,0.9962,4.99,0
6.0761,0.0000,0.0000,0.1935,0.1247,-0.1935,-0.1247,0.2303,0.1532,-0.1120,0.0704,-0.0515,0.9962,5.00,0
6.1791,0.0000,0.0000,0.1547,0.1327,-0.1547,-0.1327,0.2038,0.0713,-0.1016,0.0501,-0.0714,0.9962,5.00,0
6.2845,0.0000,0.0000,0.1403,0.1300,-0.1403,-0.1300,0.1913,-0.0200,-0.0592,-0.0199,-0.0591,0.9981,3.58,0
6.3901,0.0000,0.0000,0.1404,0.1295,-0.1404,-0.1295,0.1910,-0.0795,-0.0681,-0.0662,-0.0567,0.9962,5.00,0
6.4918,0.0000,0.0000,0.1455,0.1220,-0.1455,-0.1220,0.1899,-0.1031,-0.0377,-0.0819,-0.0299,0.9962,5.00,0
6.5969,0.0000,0.0000,0.1463,0.1229,-0.1463,-0.1229,0.1911,-0.0873,-0.0722,-0.0672,-0.0556,0.9962,5.00,0
6.6991,0.0000,0.0000,0.1466,0.1203,-0.1466,-0.1203,0.1897,-0.0864,-0.0581,-0.0723,-0.0487,0.9962,5.00,0
6.8011,0.0000,0.0000,0.1411,0.1218,-0.1411,-0.1218,0.1864,-0.0617,-0.0760,-0.0550,-0.0677,0.9962,5.00,0
6.9050,0.0000,0.0000,0.1274,0.1197,-0.1274,-0.1197,0.1748,-0.0226,-0.0616,-0.0226,-0.0616,0.9978,3.76,0
7.0079,0.0000,0.0000,0.1246,0.1149,-0.1246,-0.1149,0.1695,-0.0661,-0.0492,-0.0661,-0.0492,0.9966,4.72,0
7.1053,0.0000,0.0000,0.1045,0.0903,-0.1045,-0.0903,0.1382,0.0126,0.0418,0.0126,0.0418,0.9990,2.50,0
7.2086,0.0000,0.0000,0.0755,0.0533,-0.0755,-0.0533,0.0924,0.0619,0.1095,0.0429,0.0759,0.9962,5.00,0
7.3094,0.0000,0.0000,0.0667,0.0434,-0.0667,-0.0434,0.0796,-0.0150,0.0056,-0.0150,0.0056,0.9999,0.92,0
7.4089,0.0000,0.0000,0.0342,-0.0036,-0.0342,0.0036,0.0344,0.0967,0.1783,0.0416,0.0766,0.9962,5.00,0
7.5133,0.0000,0.0000,0.0055,-0.0416,-0.0055,0.0416,0.0419,0.0949,0.1606,0.0444,0.0751,0.9962,5.00,0
7.6160,0.0000,0.0000,0.0003,-0.0508,-0.0003,0.0508,0.0508,0.0037,0.0508,0.0037,0.0508,0.9987,2.92,0
7.7136,0.0000,0.0000,-0.0245,-0.0794,0.0245,0.0794,0.0831,0.0968,0.1457,0.0483,0.0726,0.9962,5.00,0
7.8135,0.0000,0.0000,-0.0431,-0.0988,0.0431,0.0988,0.1078,0.0794,0.1167,0.0491,0.0721,0.9962,5.00,0
7.9240,0.0000,0.0000,-0.0468,-0.1019,0.0468,0.1019,0.1121,0.0219,0.0537,0.0219,0.0537,0.9983,3.32,0
8.0237,0.0000,0.0000,-0.0566,-0.1043,0.0566,0.1043,0.1187,0.0519,0.0533,0.0519,0.0533,0.9972,4.27,0
8.1282,0.0000,0.0000,-0.0583,-0.0946,0.0583,0.0946,0.1111,0.0207,0.0001,0.0207,0.0001,0.9998,1.19,0
8.2301,0.0000,0.0000,-0.0538,-0.0705,0.0538,0.0705,0.0887,-0.0061,-0.0687,-0.0061,-0.0687,0.9976,3.95,0
