Time_s,Target_X_m,Target_Y_m,Current_X_m,Current_Y_m,Error_X_m,Error_Y_m,Error_Dist_m,PID_Out_X,PID_Out_Y,Normal_X,Normal_Y,Normal_Z,Tilt_Angle_deg,Centered
1.1203,0.0000,0.0000,0.2327,0.1797,-0.2327,-0.1797,0.2940,-1.0491,-0.8099,-0.0690,-0.0533,0.9962,5.00,0
1.2191,0.0000,0.0000,0.2323,0.1802,-0.2323,-0.1802,0.2940,-0.1177,-0.0950,-0.0678,-0.0548,0.9962,5.00,0
1.3232,0.0000,0.0000,0.2328,0.1799,-0.2328,-0.1799,0.2942,-0.1236,-0.0925,-0.0698,-0.0523,0.9962,5.00,0
1.4296,0.0000,0.0000,0.2351,0.1804,-0.2351,-0.1804,0.2963,-0.1340,-0.0977,-0.0704,-0.0514,0.9962,5.00,0
1.5359,0.0000,0.0000,0.2363,0.1804,-0.2363,-0.1804,0.2973,-0.1315,-0.0971,-0.0701,-0.0518,0.9962,5.00,0
1.6407,0.0000,0.0000,0.2356,0.1814,-0.2356,-0.1814,0.2973,-0.1255,-0.1026,-0.0675,-0.0552,0.9962,5.00,0
1.7430,0.0000,0.0000,0.2365,0.1801,-0.2365,-0.1801,0.2973,-0.1344,-0.0942,-0.0714,-0.0500,0.9962,5.00,0
1.8520,0.0000,0.0000,0.2362,0.1807,-0.2362,-0.1807,0.2974,-0.1310,-0.1039,-0.0683,-0.0542,0.9962,5.00,0
1.9519,0.0000,0.0000,0.2359,0.1809,-0.2359,-0.1809,0.2972,-0.1323,-0.1031,-0.0688,-0.0536,0.9962,5.00,0
2.0544,0.0000,0.0000,0.2358,0.1812,-0.2358,-0.1812,0.2973,-0.1352,-0.1053,-0.0688,-0.0536,0.9962,5.00,0
2.1564,0.0000,0.0000,0.2359,0.1809,-0.2359,-0.1809,0.2972,-0.1376,-0.1042,-0.0695,-0.0526,0.9962,5.00,0
2.2579,0.0000,0.0000,0.2359,0.1809,-0.2359,-0.1809,0.2972,-0.1391,-0.1067,-0.0692,-0.0531,0.9962,5.00,0
2.3582,0.0000,0.0000,0.2362,0.1807,-0.2362,-0.1807,0.2974,-0.1425,-0.1074,-0.0696,-0.0525,0.9962,5.00,0
2.4584,0.0000,0.0000,0.2358,0.1812,-0.2358,-0.1812,0.2974,-0.1409,-0.1112,-0.0685,-0.0540,0.9962,5.00,0
2.5600,0.0000,0.0000,0.2359,0.1808,-0.2359,-0.1808,0.2972,-0.1448,-0.1093,-0.0696,-0.0525,0.9962,5.00,0
2.6612,0.0000,0.0000,0.2363,0.1803,-0.2363,-0.1803,0.2972,-0.1479,-0.1098,-0.0700,-0.0520,0.9962,5.00,0
2.7611,0.0000,0.0000,0.2363,0.1804,-0.2363,-0.1804,0.2973,-0.1479,-0.1138,-0.0691,-0.0532,0.9962,5.00,0
2.8641,0.0000,0.0000,0.2359,0.1807,-0.2359,-0.1807,0.2971,-0.1481,-0.1158,-0.0687,-0.0537,0.9962,5.00,0
2.9669,0.0000,0.0000,0.2365,0.1802,-0.2365,-0.1802,0.2973,-0.1542,-0.1136,-0.0702,-0.0517,0.9962,5.00,0
3.0655,0.0000,0.0000,0.2359,0.1809,-0.2359,-0.1809,0.2972,-0.1508,-0.1204,-0.0682,-0.0544,0.9962,5.00,0
3.1672,0.0000,0.0000,0.2363,0.1805,-0.2363,-0.1805,0.2974,-0.1570,-0.1172,-0.0699,-0.0522,0.9962,5.00,0
3.2701,0.0000,0.0000,0.2357,0.1810,-0.2357,-0.1810,0.2972,-0.1542,-0.1225,-0.0683,-0.0542,0.9962,5.00,0
3.3738,0.0000,0.0000,0.2362,0.1807,-0.2362,-0.1807,0.2974,-0.1608,-0.1202,-0.0698,-0.0522,0.9962,5.00,0
3.4742,0.0000,0.0000,0.2362,0.1803,-0.2362,-0.1803,0.2971,-0.1603,-0.1208,-0.0696,-0.0525,0.9962,5.00,0
3.5760,0.0000,0.0000,0.2363,0.1805,-0.2363,-0.1805,0.2974,-0.1628,-0.1250,-0.0692,-0.0531,0.9962,5.00,0
3.6739,0.0000,0.0000,0.2359,0.1806,-0.2359,-0.1806,0.2971,-0.1621,-0.1260,-0.0688,-0.0535,0.9962,5.00,0
3.7772,0.0000,0.0000,0.2359,0.1808,-0.2359,-0.1808,0.2972,-0.1656,-0.1276,-0.0691,-0.0532,0.9962,5.00,0
3.8794,0.0000,0.0000,0.2359,0.1809,-0.2359,-0.1809,0.2972,-0.1671,-0.1285,-0.0691,-0.0532,0.9962,5.00,0
3.9815,0.0000,0.0000,0.2364,0.1802,-0.2364,-0.1802,0.2972,-0.1715,-0.1266,-0.0702,-0.0518,0.9962,5.00,0
4.0802,0.0000,0.0000,0.2362,0.1804,-0.2362,-0.1804,0.2972,-0.1701,-0.1315,-0.0690,-0.0533,0.9962,5.00,0
4.1810,0.0000,0.0000,0.2359,0.1807,-0.2359,-0.1807,0.2971,-0.1713,-0.1336,-0.0688,-0.0536,0.9962,5.00,0
4.2819,0.0000,0.0000,0.2356,0.1811,-0.2356,-0.1811,0.2972,-0.1731,-0.1356,-0.0686,-0.0538,0.9962,5.00,0
4.3836,0.0000,0.0000,0.2359,0.1803,-0.2359,-0.1803,0.2969,-0.1773,-0.1316,-0.0700,-0.0520,0.9962,5.00,0
4.4841,0.0000,0.0000,0.2364,0.1802,-0.2364,-0.1802,0.2972,-0.1803,-0.1354,-0.0697,-0.0524,0.9962,5.00,0
4.5825,0.0000,0.0000,0.2359,0.1810,-0.2359,-0.1810,0.2974,-0.1777,-0.1413,-0.0683,-0.0543,0.9962,5.00,0
4.6852,0.0000,0.0000,0.2363,0.1803,-0.2363,-0.1803,0.2972,-0.1832,-0.1357,-0.0701,-0.0519,0.9962,5.00,0
4.7875,0.0000,0.0000,0.2357,0.1808,-0.2357,-0.1808,0.2971,-0.1809,-0.1428,-0.0684,-0.0540,0.9962,5.00,0
4.8884,0.0000,0.0000,0.2353,0.1808,-0.2353,-0.1808,0.2968,-0.1830,-0.1418,-0.0689,-0.0534,0.9962,5.00,0
