Time_s,Target_X_m,Target_Y_m,Current_X_m,Current_Y_m,Error_X_m,Error_Y_m,Error_Dist_m,PID_Out_X,PID_Out_Y,Normal_X,Normal_Y,Normal_Z,Tilt_Angle_deg,Centered
4.5556,0.0000,0.0000,-0.3667,-0.1969,0.3667,0.1969,0.4162,3.2507,1.7458,0.0768,0.0413,0.9962,5.00,0
4.5876,0.0000,0.0000,-0.3361,-0.2121,0.3361,0.2121,0.3974,-0.2121,0.2962,-0.0508,0.0709,0.9962,5.00,0
4.6179,0.0000,0.0000,-0.2705,-0.2351,0.2705,0.2351,0.3584,-0.7298,0.4239,-0.0754,0.0438,0.9962,5.00,0
4.6493,0.0000,0.0000,-0.2712,-0.2427,0.2712,0.2427,0.3639,0.1486,0.2200,0.0488,0.0723,0.9962,5.00,0
4.6813,0.0000,0.0000,-0.1914,-0.2233,0.1914,0.2233,0.2941,-0.8999,-0.1285,-0.0863,-0.0123,0.9962,5.00,0
4.7134,0.0000,0.0000,-0.2234,-0.2348,0.2234,0.2348,0.3241,0.5144,0.2650,0.0775,0.0400,0.9962,5.00,0
4.7479,0.0000,0.0000,-0.2114,-0.2300,0.2114,0.2300,0.3124,-0.0286,0.0624,-0.0286,0.0624,0.9976,3.93,0
4.7843,0.0000,0.0000,-0.1953,-0.2367,0.1953,0.2367,0.3068,-0.0844,0.2011,-0.0338,0.0804,0.9962,5.00,0
4.8123,0.0000,0.0000,-0.1845,-0.2297,0.1845,0.2297,0.2947,-0.0455,0.0272,-0.0454,0.0272,0.9986,3.04,0
4.8424,0.0000,0.0000,-0.1494,-0.2546,0.1494,0.2546,0.2952,-0.3860,0.4630,-0.0558,0.0670,0.9962,5.00,0
4.8889,0.0000,0.0000,-0.1184,-0.2537,0.1184,0.2537,0.2800,-0.2002,0.1261,-0.0738,0.0465,0.9962,5.00,0
4.9221,0.0000,0.0000,-0.0778,-0.2236,0.0778,0.2236,0.2368,-0.4447,-0.2446,-0.0764,-0.0420,0.9962,5.00,0
4.9547,0.0000,0.0000,-0.0565,-0.2188,0.0565,0.2188,0.2260,-0.2263,0.0585,-0.0844,0.0218,0.9962,5.00,0
4.9853,0.0000,0.0000,-0.0356,-0.2121,0.0356,0.2121,0.2151,-0.2475,0.0269,-0.0866,0.0094,0.9962,5.00,0
5.0170,0.0000,0.0000,-0.0149,-0.2065,0.0149,0.2065,0.2070,-0.2472,0.0407,-0.0860,0.0142,0.9962,5.00,0
5.0516,0.0000,0.0000,0.0049,-0.2004,-0.0049,0.2004,0.2004,-0.2240,0.0388,-0.0859,0.0149,0.9962,5.00,0
5.0849,0.0000,0.0000,0.0245,-0.1934,-0.0245,0.1934,0.1949,-0.2412,0.0224,-0.0868,0.0081,0.9962,5.00,0
5.1161,0.0000,0.0000,0.0447,-0.1873,-0.0447,0.1873,0.1926,-0.2745,0.0259,-0.0868,0.0082,0.9962,5.00,0
5.1443,0.0000,0.0000,0.0632,-0.1788,-0.0632,0.1788,0.1897,-0.2872,-0.0209,-0.0869,-0.0063,0.9962,5.00,0
5.1760,0.0000,0.0000,0.0803,-0.1707,-0.0803,0.1707,0.1887,-0.2495,-0.0056,-0.0871,-0.0020,0.9962,5.00,0
5.2076,0.0000,0.0000,0.0971,-0.1626,-0.0971,0.1626,0.1893,-0.2548,-0.0110,-0.0871,-0.0037,0.9962,5.00,0
5.2580,0.0000,0.0000,0.1130,-0.1540,-0.1130,0.1540,0.1910,-0.1765,0.0207,-0.0866,0.0102,0.9962,5.00,0
5.2923,0.0000,0.0000,0.1270,-0.1457,-0.1270,0.1457,0.1932,-0.2214,-0.0121,-0.0870,-0.0048,0.9962,5.00,0
5.3213,0.0000,0.0000,0.1405,-0.1372,-0.1405,0.1372,0.1963,-0.2507,-0.0358,-0.0863,-0.0123,0.9962,5.00,0
5.3563,0.0000,0.0000,0.1519,-0.1290,-0.1519,0.1290,0.1993,-0.2024,-0.0157,-0.0869,-0.0067,0.9962,5.00,0
5.3867,0.0000,0.0000,0.1620,-0.1206,-0.1620,0.1206,0.2020,-0.2095,-0.0370,-0.0858,-0.0152,0.9962,5.00,0
5.4188,0.0000,0.0000,0.1722,-0.1119,-0.1722,0.1119,0.2053,-0.2084,-0.0399,-0.0856,-0.0164,0.9962,5.00,0
5.4501,0.0000,0.0000,0.1803,-0.1040,-0.1803,0.1040,0.2081,-0.1902,-0.0352,-0.0857,-0.0159,0.9962,5.00,0
5.4811,0.0000,0.0000,0.1868,-0.0961,-0.1868,0.0961,0.2100,-0.1737,-0.0396,-0.0850,-0.0194,0.9962,5.00,0
5.5151,0.0000,0.0000,0.1939,-0.0873,-0.1939,0.0873,0.2126,-0.1778,-0.0464,-0.0843,-0.0220,0.9962,5.00,0
5.5444,0.0000,0.0000,0.1972,-0.0804,-0.1972,0.0804,0.2129,-0.1413,-0.0395,-0.0839,-0.0235,0.9962,5.00,0
5.5790,0.0000,0.0000,0.2004,-0.0724,-0.2004,0.0724,0.2131,-0.1361,-0.0412,-0.0834,-0.0253,0.9962,5.00,0
5.6092,0.0000,0.0000,0.2036,-0.0644,-0.2036,0.0644,0.2136,-0.1431,-0.0590,-0.0806,-0.0332,0.9962,5.00,0
5.6560,0.0000,0.0000,0.2056,-0.0564,-0.2056,0.0564,0.2132,-0.1188,-0.0258,-0.0852,-0.0185,0.9962,5.00,0
5.6881,0.0000,0.0000,0.2055,-0.0499,-0.2055,0.0499,0.2114,-0.1012,-0.0407,-0.0809,-0.0325,0.9962,5.00,0
5.7197,0.0000,0.0000,0.2054,-0.0424,-0.2054,0.0424,0.2097,-0.1020,-0.0586,-0.0756,-0.0435,0.9962,5.00,0
5.7527,0.0000,0.0000,0.2037,-0.0361,-0.2037,0.0361,0.2069,-0.0825,-0.0437,-0.0770,-0.0409,0.9962,5.00,0
5.7843,0.0000,0.0000,0.2002,-0.0296,-0.2002,0.0296,0.2024,-0.0567,-0.0514,-0.0567,-0.0514,0.9971,4.39,0
5.8196,0.0000,0.0000,0.1964,-0.0236,-0.1964,0.0236,0.1978,-0.0570,-0.0410,-0.0570,-0.0410,0.9975,4.02,0
5.8495,0.0000,0.0000,0.1912,-0.0167,-0.1912,0.0167,0.1919,-0.0291,-0.0687,-0.0291,-0.0686,0.9972,4.27,0
5.8793,0.0000,0.0000,0.1847,-0.0115,-0.1847,0.0115,0.1851,-0.0076,-0.0494,-0.0076,-0.0493,0.9988,2.86,0
5.9120,0.0000,0.0000,0.1773,-0.0047,-0.1773,0.0047,0.1774,-0.0015,-0.0648,-0.0015,-0.0647,0.9979,3.71,0
5.9478,0.0000,0.0000,0.1684,0.0000,-0.1684,-0.0000,0.1684,0.0183,-0.0412,0.0183,-0.0412,0.9990,2.58,0
5.9778,0.0000,0.0000,0.1593,0.0063,-0.1593,-0.0063,0.1594,0.0300,-0.0654,0.0300,-0.0654,0.9974,4.12,0
6.0101,0.0000,0.0000,0.1492,0.0107,-0.1492,-0.0107,0.1496,0.0459,-0.0450,0.0459,-0.0450,0.9979,3.68,0
6.0597,0.0000,0.0000,0.1384,0.0155,-0.1384,-0.0155,0.1393,0.0126,-0.0313,0.0126,-0.0313,0.9994,1.93,0
6.0934,0.0000,0.0000,0.1272,0.0199,-0.1272,-0.0199,0.1288,0.0640,-0.0471,0.0640,-0.0471,0.9968,4.56,0
6.1248,0.0000,0.0000,0.1169,0.0232,-0.1169,-0.0232,0.1191,0.0684,-0.0381,0.0683,-0.0381,0.9969,4.48,0
6.1563,0.0000,0.0000,0.1073,0.0257,-0.1073,-0.0257,0.1103,0.0621,-0.0293,0.0620,-0.0293,0.9976,3.93,0
6.1859,0.0000,0.0000,0.0982,0.0262,-0.0982,-0.0262,0.1017,0.0673,-0.0049,0.0673,-0.0049,0.9977,3.87,0
6.2191,0.0000,0.0000,0.0890,0.0272,-0.0890,-0.0272,0.0931,0.0601,-0.0115,0.0600,-0.0115,0.9981,3.50,0
6.2516,0.0000,0.0000,0.0801,0.0281,-0.0801,-0.0281,0.0848,0.0644,-0.0094,0.0643,-0.0094,0.9979,3.73,0
6.2837,0.0000,0.0000,0.0703,0.0285,-0.0703,-0.0285,0.0758,0.0802,-0.0042,0.0801,-0.0042,0.9968,4.60,0
6.3140,0.0000,0.0000,0.0627,0.0287,-0.0627,-0.0287,0.0689,0.0627,-0.0023,0.0626,-0.0023,0.9980,3.59,0
6.3471,0.0000,0.0000,0.0547,0.0291,-0.0547,-0.0291,0.0620,0.0615,-0.0055,0.0615,-0.0055,0.9981,3.54,0
6.3768,0.0000,0.0000,0.0500,0.0291,-0.0500,-0.0291,0.0579,0.0315,0.0006,0.0315,0.0006,0.9995,1.81,0
6.4287,0.0000,0.0000,0.0444,0.0298,-0.0444,-0.0298,0.0535,0.0136,-0.0063,0.0136,-0.0063,0.9999,0.86,0
6.4605,0.0000,0.0000,0.0399,0.0295,-0.0399,-0.0295,0.0496,0.0306,0.0038,0.0306,0.0038,0.9995,1.77,0
6.4923,0.0000,0.0000,0.0363,0.0293,-0.0363,-0.0293,0.0467,0.0188,0.0023,0.0188,0.0023,0.9998,1.08,0
6.5211,0.0000,0.0000,0.0335,0.0297,-0.0335,-0.0297,0.0448,0.0158,-0.0065,0.0158,-0.0065,0.9999,0.98,0
6.5536,0.0000,0.0000,0.0312,0.0287,-0.0312,-0.0287,0.0424,0.0050,0.0124,0.0050,0.0124,0.9999,0.77,0
6.5871,0.0000,0.0000,0.0277,0.0229,-0.0277,-0.0229,0.0359,0.0209,0.0721,0.0209,0.0721,0.9972,4.30,0
6.6219,0.0000,0.0000,0.0278,0.0241,-0.0278,-0.0241,0.0368,-0.0232,-0.0115,-0.0232,-0.0115,0.9997,1.48,0
6.6498,0.0000,0.0000,0.0281,0.0255,-0.0281,-0.0255,0.0379,-0.0258,-0.0188,-0.0258,-0.0188,0.9995,1.83,0
6.6816,0.0000,0.0000,0.0279,0.0242,-0.0279,-0.0242,0.0369,-0.0189,0.0181,-0.0189,0.0181,0.9997,1.50,0
6.7138,0.0000,0.0000,0.0275,0.0235,-0.0275,-0.0235,0.0361,-0.0167,0.0113,-0.0167,0.0113,0.9998,1.15,0
6.7633,0.0000,0.0000,0.0277,0.0248,-0.0277,-0.0248,0.0372,-0.0235,-0.0090,-0.0235,-0.0090,0.9997,1.44,0
6.7957,0.0000,0.0000,0.0281,0.0255,-0.0281,-0.0255,0.0379,-0.0268,-0.0080,-0.0268,-0.0080,0.9996,1.60,0
6.8244,0.0000,0.0000,0.0289,0.0269,-0.0289,-0.0269,0.0395,-0.0333,-0.0201,-0.0333,-0.0201,0.9992,2.23,0
6.8616,0.0000,0.0000,0.0320,0.0328,-0.0320,-0.0328,0.0458,-0.0571,-0.0661,-0.0570,-0.0660,0.9962,5.00,0
6.8910,0.0000,0.0000,0.0322,0.0355,-0.0322,-0.0355,0.0479,-0.0270,-0.0406,-0.0270,-0.0406,0.9988,2.80,0
6.9215,0.0000,0.0000,0.0315,0.0376,-0.0315,-0.0376,0.0490,-0.0153,-0.0322,-0.0153,-0.0322,0.9994,2.04,0
6.9533,0.0000,0.0000,0.0307,0.0395,-0.0307,-0.0395,0.0500,-0.0130,-0.0310,-0.0130,-0.0310,0.9994,1.92,0
6.9862,0.0000,0.0000,0.0293,0.0411,-0.0293,-0.0411,0.0505,-0.0065,-0.0269,-0.0065,-0.0269,0.9996,1.58,0
7.0182,0.0000,0.0000,0.0281,0.0431,-0.0281,-0.0431,0.0514,-0.0073,-0.0327,-0.0073,-0.0327,0.9994,1.92,0
7.0501,0.0000,0.0000,0.0262,0.0443,-0.0262,-0.0443,0.0515,0.0023,-0.0251,0.0023,-0.0251,0.9997,1.45,0
7.0850,0.0000,0.0000,0.0236,0.0443,-0.0236,-0.0443,0.0502,0.0094,-0.0089,0.0094,-0.0089,0.9999,0.74,0
7.1344,0.0000,0.0000,0.0216,0.0486,-0.0216,-0.0486,0.0532,-0.0036,-0.0465,-0.0036,-0.0465,0.9989,2.67,0
7.1669,0.0000,0.0000,0.0189,0.0496,-0.0189,-0.0496,0.0531,0.0155,-0.0244,0.0154,-0.0244,0.9996,1.65,0
7.1935,0.0000,0.0000,0.0159,0.0493,-0.0159,-0.0493,0.0518,0.0280,-0.0077,0.0280,-0.0077,0.9996,1.67,0
7.2271,0.0000,0.0000,0.0126,0.0483,-0.0126,-0.0483,0.0499,0.0250,0.0005,0.0250,0.0005,0.9997,1.44,0
7.2592,0.0000,0.0000,0.0084,0.0458,-0.0084,-0.0458,0.0466,0.0386,0.0203,0.0386,0.0203,0.9990,2.50,0
7.2937,0.0000,0.0000,0.0060,0.0447,-0.0060,-0.0447,0.0451,0.0163,0.0029,0.0163,0.0029,0.9999,0.95,0
7.3251,0.0000,0.0000,0.0022,0.0432,-0.0022,-0.0432,0.0433,0.0381,0.0096,0.0381,0.0096,0.9992,2.25,0
7.3598,0.0000,0.0000,-0.0007,0.0433,0.0007,-0.0433,0.0433,0.0252,-0.0105,0.0252,-0.0105,0.9996,1.57,0
7.3895,0.0000,0.0000,-0.0037,0.0413,0.0037,-0.0413,0.0415,0.0337,0.0172,0.0337,0.0172,0.9993,2.17,0
7.4212,0.0000,0.0000,-0.0076,0.0387,0.0076,-0.0387,0.0394,0.0441,0.0263,0.0441,0.0263,0.9987,2.94,0
7.4551,0.0000,0.0000,-0.0104,0.0363,0.0104,-0.0363,0.0377,0.0302,0.0218,0.0302,0.0218,0.9993,2.13,0
7.4866,0.0000,0.0000,-0.0118,0.0355,0.0118,-0.0355,0.0374,0.0139,0.0033,0.0139,0.0033,0.9999,0.82,0
7.5312,0.0000,0.0000,-0.0128,0.0369,0.0128,-0.0369,0.0391,0.0066,-0.0196,0.0066,-0.0196,0.9998,1.18,0
7.5641,0.0000,0.0000,-0.0266,0.0303,0.0266,-0.0303,0.0403,0.1737,0.0776,0.0796,0.0356,0.9962,5.00,0
7.6010,0.0000,0.0000,-0.0154,0.0326,0.0154,-0.0326,0.0361,-0.1300,-0.0323,-0.0846,-0.0210,0.9962,5.00,0
7.6315,0.0000,0.0000,-0.0173,0.0290,0.0173,-0.0290,0.0338,0.0243,0.0414,0.0243,0.0414,0.9988,2.75,0
7.6634,0.0000,0.0000,-0.0167,0.0259,0.0167,-0.0259,0.0308,-0.0076,0.0371,-0.0076,0.0371,0.9993,2.17,0
7.6956,0.0000,0.0000,-0.0164,0.0245,0.0164,-0.0245,0.0295,-0.0039,0.0160,-0.0039,0.0160,0.9999,0.94,0
7.7273,0.0000,0.0000,-0.0156,0.0227,0.0156,-0.0227,0.0276,-0.0108,0.0230,-0.0108,0.0230,0.9997,1.46,0
7.7537,0.0000,0.0000,-0.0154,0.0196,0.0154,-0.0196,0.0250,-0.0035,0.0475,-0.0035,0.0475,0.9989,2.73,0
7.7912,0.0000,0.0000,-0.0141,0.0203,0.0141,-0.0203,0.0247,-0.0157,-0.0063,-0.0157,-0.0063,0.9999,0.97,0
7.8221,0.0000,0.0000,-0.0131,0.0187,0.0131,-0.0187,0.0228,-0.0150,0.0226,-0.0150,0.0226,0.9996,1.55,0
7.8556,0.0000,0.0000,-0.0127,0.0163,0.0127,-0.0163,0.0207,-0.0058,0.0316,-0.0058,0.0316,0.9995,1.84,0
7.8858,0.0000,0.0000,-0.0114,0.0170,0.0114,-0.0170,0.0205,-0.0197,-0.0069,-0.0197,-0.0069,0.9998,1.20,0
7.9347,0.0000,0.0000,-0.0098,0.0171,0.0098,-0.0171,0.0197,-0.0170,0.0010,-0.0170,0.0010,0.9999,0.98,0
7.9638,0.0000,0.0000,-0.0088,0.0169,0.0088,-0.0169,0.0191,-0.0175,0.0050,-0.0175,0.0050,0.9998,1.05,0
7.9938,0.0000,0.0000,-0.0078,0.0168,0.0078,-0.0168,0.0186,-0.0167,0.0037,-0.0167,0.0037,0.9999,0.98,0
8.0280,0.0000,0.0000,-0.0065,0.0182,0.0065,-0.0182,0.0193,-0.0205,-0.0141,-0.0205,-0.0141,0.9997,1.43,0
8.0567,0.0000,0.0000,-0.0051,0.0187,0.0051,-0.0187,0.0194,-0.0248,-0.0056,-0.0248,-0.0056,0.9997,1.46,0
8.0872,0.0000,0.0000,-0.0039,0.0194,0.0039,-0.0194,0.0198,-0.0225,-0.0093,-0.0225,-0.0093,0.9997,1.40,0
8.1194,0.0000,0.0000,-0.0028,0.0213,0.0028,-0.0213,0.0215,-0.0206,-0.0229,-0.0206,-0.0229,0.9995,1.76,0
8.1539,0.0000,0.0000,-0.0017,0.0207,0.0017,-0.0207,0.0208,-0.0196,0.0067,-0.0196,0.0067,0.9998,1.19,0
8.1873,0.0000,0.0000,-0.0008,0.0229,0.0008,-0.0229,0.0230,-0.0182,-0.0279,-0.0182,-0.0279,0.9994,1.91,0
8.2182,0.0000,0.0000,-0.0003,0.0228,0.0003,-0.0228,0.0228,-0.0140,0.0008,-0.0140,0.0008,0.9999,0.81,0
8.2493,0.0000,0.0000,0.0000,0.0231,-0.0000,-0.0231,0.0231,-0.0132,-0.0045,-0.0132,-0.0045,0.9999,0.80,0
8.2837,0.0000,0.0000,0.0010,0.0240,-0.0010,-0.0240,0.0240,-0.0196,-0.0122,-0.0196,-0.0122,0.9997,1.32,0
8.3335,0.0000,0.0000,0.0022,0.0252,-0.0022,-0.0252,0.0253,-0.0191,-0.0123,-0.0191,-0.0123,0.9997,1.30,0
8.3640,0.0000,0.0000,0.0031,0.0271,-0.0031,-0.0271,0.0272,-0.0214,-0.0279,-0.0214,-0.0279,0.9994,2.02,0
8.3990,0.0000,0.0000,0.0034,0.0271,-0.0034,-0.0271,0.0273,-0.0126,-0.0041,-0.0126,-0.0041,0.9999,0.76,0
8.4290,0.0000,0.0000,0.0040,0.0298,-0.0040,-0.0298,0.0300,-0.0191,-0.0400,-0.0191,-0.0400,0.9990,2.54,0
8.4630,0.0000,0.0000,0.0039,0.0285,-0.0039,-0.0285,0.0288,-0.0085,0.0101,-0.0085,0.0101,0.9999,0.76,0
8.4929,0.0000,0.0000,0.0042,0.0300,-0.0042,-0.0300,0.0303,-0.0150,-0.0255,-0.0150,-0.0255,0.9996,1.69,0
8.5237,0.0000,0.0000,0.0043,0.0297,-0.0043,-0.0297,0.0300,-0.0116,-0.0003,-0.0116,-0.0003,0.9999,0.67,0
8.5553,0.0000,0.0000,0.0045,0.0305,-0.0045,-0.0305,0.0308,-0.0118,-0.0154,-0.0118,-0.0154,0.9998,1.11,0
8.5876,0.0000,0.0000,0.0038,0.0301,-0.0038,-0.0301,0.0304,-0.0023,-0.0014,-0.0023,-0.0014,1.0000,0.15,0
8.6200,0.0000,0.0000,0.0044,0.0313,-0.0044,-0.0313,0.0317,-0.0171,-0.0212,-0.0171,-0.0212,0.9996,1.56,0
8.6482,0.0000,0.0000,0.0042,0.0315,-0.0042,-0.0315,0.0318,-0.0079,-0.0081,-0.0079,-0.0081,0.9999,0.65,0
8.6854,0.0000,0.0000,0.0042,0.0314,-0.0042,-0.0314,0.0316,-0.0100,-0.0052,-0.0100,-0.0052,0.9999,0.65,0
8.7341,0.0000,0.0000,0.0039,0.0309,-0.0039,-0.0309,0.0311,-0.0076,-0.0023,-0.0076,-0.0023,1.0000,0.46,0
8.7608,0.0000,0.0000,0.0035,0.0307,-0.0035,-0.0307,0.0309,-0.0052,-0.0032,-0.0052,-0.0032,1.0000,0.35,0
8.7960,0.0000,0.0000,0.0045,0.0335,-0.0045,-0.0335,0.0338,-0.0218,-0.0396,-0.0218,-0.0395,0.9990,2.59,0
8.8265,0.0000,0.0000,0.0032,0.0313,-0.0032,-0.0313,0.0315,0.0071,0.0224,0.0071,0.0224,0.9997,1.34,0
8.8591,0.0000,0.0000,0.0042,0.0320,-0.0042,-0.0320,0.0323,-0.0223,-0.0157,-0.0223,-0.0157,0.9996,1.56,0
8.8918,0.0000,0.0000,0.0038,0.0310,-0.0038,-0.0310,0.0313,-0.0052,0.0053,-0.0052,0.0053,1.0000,0.42,0
8.9240,0.0000,0.0000,0.0032,0.0313,-0.0032,-0.0313,0.0315,-0.0030,-0.0102,-0.0030,-0.0102,0.9999,0.61,0
8.9557,0.0000,0.0000,0.0034,0.0317,-0.0034,-0.0317,0.0319,-0.0115,-0.0123,-0.0115,-0.0123,0.9999,0.97,0
8.9889,0.0000,0.0000,0.0035,0.0316,-0.0035,-0.0316,0.0318,-0.0121,-0.0061,-0.0121,-0.0061,0.9999,0.78,0
9.0184,0.0000,0.0000,0.0034,0.0321,-0.0034,-0.0321,0.0323,-0.0080,-0.0137,-0.0080,-0.0137,0.9999,0.91,0
