Time_s,Target_X_m,Target_Y_m,Current_X_m,Current_Y_m,Error_X_m,Error_Y_m,Error_Dist_m,PID_Out_X,PID_Out_Y,Normal_X,Normal_Y,Normal_Z,Tilt_Angle_deg,Centered
9.6198,0.0000,0.0000,0.2445,0.2782,-0.2445,-0.2782,0.3704,-4.6857,-5.3307,-0.0576,-0.0655,0.9962,5.00,0
9.6445,0.0000,0.0000,0.2296,0.2571,-0.2296,-0.2571,0.3447,0.1260,0.2125,0.0445,0.0750,0.9962,5.00,0
9.6765,0.0000,0.0000,0.1937,0.2312,-0.1937,-0.2312,0.3016,0.3510,0.2062,0.0752,0.0442,0.9962,5.00,0
9.7085,0.0000,0.0000,0.1777,0.2119,-0.1777,-0.2119,0.2766,0.1085,0.1331,0.0551,0.0676,0.9962,5.00,0
9.7406,0.0000,0.0000,0.1658,0.1967,-0.1658,-0.1967,0.2573,0.0630,0.0892,0.0503,0.0712,0.9962,5.00,0
9.7745,0.0000,0.0000,0.1595,0.1824,-0.1595,-0.1824,0.2423,-0.0071,0.0747,-0.0071,0.0746,0.9972,4.30,0
9.8037,0.0000,0.0000,0.1756,0.1805,-0.1756,-0.1805,0.2519,-0.3118,-0.0683,-0.0851,-0.0187,0.9962,5.00,0
9.8398,0.0000,0.0000,0.1736,0.1744,-0.1736,-0.1744,0.2461,-0.0677,-0.0230,-0.0676,-0.0230,0.9974,4.10,0
9.8863,0.0000,0.0000,0.1716,0.1708,-0.1716,-0.1708,0.2421,-0.0712,-0.0577,-0.0677,-0.0549,0.9962,5.00,0
9.9176,0.0000,0.0000,0.1688,0.1676,-0.1688,-0.1676,0.2379,-0.0564,-0.0495,-0.0563,-0.0495,0.9972,4.30,0
9.9522,0.0000,0.0000,0.1669,0.1647,-0.1669,-0.1647,0.2344,-0.0654,-0.0538,-0.0654,-0.0538,0.9964,4.86,0
9.9843,0.0000,0.0000,0.1665,0.1618,-0.1665,-0.1618,0.2322,-0.0837,-0.0511,-0.0744,-0.0454,0.9962,5.00,0
10.0135,0.0000,0.0000,0.1665,0.1613,-0.1665,-0.1613,0.2318,-0.0890,-0.0792,-0.0651,-0.0580,0.9962,5.00,0
10.0458,0.0000,0.0000,0.1651,0.1605,-0.1651,-0.1605,0.2302,-0.0713,-0.0764,-0.0595,-0.0638,0.9962,5.00,0
10.0767,0.0000,0.0000,0.1632,0.1580,-0.1632,-0.1580,0.2271,-0.0628,-0.0540,-0.0628,-0.0539,0.9966,4.75,0
10.1096,0.0000,0.0000,0.1605,0.1573,-0.1605,-0.1573,0.2248,-0.0548,-0.0775,-0.0503,-0.0712,0.9962,5.00,0
10.1426,0.0000,0.0000,0.1596,0.1574,-0.1596,-0.1574,0.2242,-0.0755,-0.0875,-0.0570,-0.0660,0.9962,5.00,0
10.1743,0.0000,0.0000,0.1589,0.1594,-0.1589,-0.1594,0.2250,-0.0777,-0.1123,-0.0496,-0.0717,0.9962,5.00,0
10.2030,0.0000,0.0000,0.1574,0.1606,-0.1574,-0.1606,0.2249,-0.0664,-0.1050,-0.0466,-0.0737,0.9962,5.00,0
10.2525,0.0000,0.0000,0.1587,0.1619,-0.1587,-0.1619,0.2267,-0.0982,-0.1005,-0.0609,-0.0624,0.9962,5.00,0
10.2859,0.0000,0.0000,0.1597,0.1605,-0.1597,-0.1605,0.2264,-0.1008,-0.0725,-0.0708,-0.0509,0.9962,5.00,0
10.3156,0.0000,0.0000,0.1606,0.1595,-0.1606,-0.1595,0.2264,-0.1017,-0.0765,-0.0697,-0.0525,0.9962,5.00,0
10.3469,0.0000,0.0000,0.1599,0.1583,-0.1599,-0.1583,0.2250,-0.0802,-0.0732,-0.0644,-0.0588,0.9962,5.00,0
10.3801,0.0000,0.0000,0.1587,0.1571,-0.1587,-0.1571,0.2233,-0.0754,-0.0740,-0.0622,-0.0611,0.9962,5.00,0
10.4143,0.0000,0.0000,0.1569,0.1549,-0.1569,-0.1549,0.2205,-0.0676,-0.0623,-0.0641,-0.0591,0.9962,5.00,0
10.4472,0.0000,0.0000,0.1532,0.1528,-0.1532,-0.1528,0.2163,-0.0422,-0.0620,-0.0421,-0.0620,0.9972,4.30,0
10.4787,0.0000,0.0000,0.1497,0.1492,-0.1497,-0.1492,0.2113,-0.0412,-0.0403,-0.0412,-0.0403,0.9983,3.30,0
10.5139,0.0000,0.0000,0.1455,0.1445,-0.1455,-0.1445,0.2051,-0.0373,-0.0316,-0.0373,-0.0316,0.9988,2.80,0
10.5398,0.0000,0.0000,0.1406,0.1391,-0.1406,-0.1391,0.1977,-0.0054,0.0030,-0.0054,0.0030,1.0000,0.36,0
10.5873,0.0000,0.0000,0.1346,0.1340,-0.1346,-0.1340,0.1900,-0.0295,-0.0370,-0.0295,-0.0370,0.9989,2.71,0
10.6193,0.0000,0.0000,0.1278,0.1284,-0.1278,-0.1284,0.1811,0.0092,-0.0065,0.0092,-0.0065,0.9999,0.65,0
10.6539,0.0000,0.0000,0.1199,0.1204,-0.1199,-0.1204,0.1699,0.0185,0.0182,0.0185,0.0182,0.9997,1.49,0
10.6841,0.0000,0.0000,0.1120,0.1114,-0.1120,-0.1114,0.1580,0.0356,0.0499,0.0356,0.0499,0.9981,3.52,0
10.7177,0.0000,0.0000,0.1016,0.1026,-0.1016,-0.1026,0.1444,0.0595,0.0396,0.0595,0.0396,0.9974,4.10,0
10.7498,0.0000,0.0000,0.0926,0.0947,-0.0926,-0.0947,0.1324,0.0528,0.0374,0.0528,0.0373,0.9979,3.71,0
10.7811,0.0000,0.0000,0.0846,0.0878,-0.0846,-0.0878,0.1219,0.0463,0.0304,0.0463,0.0304,0.9985,3.17,0
10.8123,0.0000,0.0000,0.0743,0.0774,-0.0743,-0.0774,0.1072,0.0809,0.0810,0.0616,0.0617,0.9962,5.00,0
10.8454,0.0000,0.0000,0.0647,0.0722,-0.0647,-0.0722,0.0969,0.0687,0.0122,0.0687,0.0122,0.9976,4.00,0
10.8777,0.0000,0.0000,0.0570,0.0662,-0.0570,-0.0662,0.0873,0.0532,0.0262,0.0532,0.0262,0.9982,3.40,0
10.9268,0.0000,0.0000,0.0471,0.0563,-0.0471,-0.0563,0.0734,0.0427,0.0371,0.0426,0.0371,0.9984,3.24,0
10.9607,0.0000,0.0000,0.0410,0.0511,-0.0410,-0.0511,0.0655,0.0365,0.0212,0.0365,0.0212,0.9991,2.42,0
10.9916,0.0000,0.0000,0.0328,0.0441,-0.0328,-0.0441,0.0550,0.0748,0.0540,0.0707,0.0511,0.9962,5.00,0
11.0236,0.0000,0.0000,0.0290,0.0404,-0.0290,-0.0404,0.0498,0.0188,0.0103,0.0187,0.0103,0.9998,1.23,0
11.0530,0.0000,0.0000,0.0222,0.0329,-0.0222,-0.0329,0.0396,0.0672,0.0710,0.0599,0.0634,0.9962,5.00,0
11.0848,0.0000,0.0000,0.0202,0.0301,-0.0202,-0.0301,0.0363,-0.0000,0.0038,-0.0000,0.0038,1.0000,0.22,0
11.1160,0.0000,0.0000,0.0166,0.0269,-0.0166,-0.0269,0.0316,0.0225,0.0128,0.0225,0.0128,0.9997,1.48,0
11.1504,0.0000,0.0000,0.0145,0.0244,-0.0145,-0.0244,0.0283,0.0048,0.0038,0.0048,0.0038,1.0000,0.35,0
11.1819,0.0000,0.0000,0.0115,0.0205,-0.0115,-0.0205,0.0235,0.0148,0.0196,0.0148,0.0196,0.9997,1.41,0
11.2144,0.0000,0.0000,0.0096,0.0180,-0.0096,-0.0180,0.0204,0.0043,0.0067,0.0043,0.0067,1.0000,0.46,0
11.2461,0.0000,0.0000,0.0088,0.0150,-0.0088,-0.0150,0.0174,-0.0097,0.0147,-0.0097,0.0147,0.9998,1.01,0
11.2951,0.0000,0.0000,0.0074,0.0138,-0.0074,-0.0138,0.0157,-0.0074,-0.0131,-0.0074,-0.0131,0.9999,0.86,0
11.3246,0.0000,0.0000,0.0075,0.0136,-0.0075,-0.0136,0.0155,-0.0203,-0.0191,-0.0203,-0.0191,0.9996,1.60,0
11.3610,0.0000,0.0000,0.0074,0.0135,-0.0074,-0.0135,0.0153,-0.0170,-0.0209,-0.0170,-0.0209,0.9996,1.55,0
11.3916,0.0000,0.0000,0.0073,0.0112,-0.0073,-0.0112,0.0134,0.0000,0.0000,0.0000,0.0000,1.0000,0.00,1
11.4223,0.0000,0.0000,0.0072,0.0113,-0.0072,-0.0113,0.0134,0.0000,0.0000,0.0000,0.0000,1.0000,0.00,1
11.4531,0.0000,0.0000,0.0075,0.0134,-0.0075,-0.0134,0.0153,-0.0204,-0.0212,-0.0204,-0.0212,0.9996,1.69,0
11.4875,0.0000,0.0000,0.0077,0.0133,-0.0077,-0.0133,0.0154,-0.0214,-0.0222,-0.0214,-0.0222,0.9995,1.76,0
11.5182,0.0000,0.0000,0.0087,0.0161,-0.0087,-0.0161,0.0183,-0.0320,-0.0574,-0.0320,-0.0574,0.9978,3.77,0
11.5514,0.0000,0.0000,0.0093,0.0167,-0.0093,-0.0167,0.0191,-0.0270,-0.0317,-0.0270,-0.0317,0.9991,2.38,0
11.5799,0.0000,0.0000,0.0088,0.0181,-0.0088,-0.0181,0.0201,-0.0118,-0.0449,-0.0118,-0.0449,0.9989,2.66,0
11.6113,0.0000,0.0000,0.0093,0.0202,-0.0093,-0.0202,0.0222,-0.0262,-0.0520,-0.0262,-0.0520,0.9983,3.34,0
11.6599,0.0000,0.0000,0.0090,0.0231,-0.0090,-0.0231,0.0248,-0.0174,-0.0516,-0.0174,-0.0516,0.9985,3.12,0
11.6920,0.0000,0.0000,0.0094,0.0226,-0.0094,-0.0226,0.0245,-0.0247,-0.0218,-0.0247,-0.0218,0.9995,1.89,0
11.7255,0.0000,0.0000,0.0090,0.0244,-0.0090,-0.0244,0.0260,-0.0151,-0.0493,-0.0151,-0.0493,0.9987,2.95,0
11.7559,0.0000,0.0000,0.0083,0.0253,-0.0083,-0.0253,0.0267,-0.0098,-0.0414,-0.0098,-0.0414,0.9991,2.44,0
11.7911,0.0000,0.0000,0.0069,0.0232,-0.0069,-0.0232,0.0242,-0.0026,-0.0035,-0.0026,-0.0035,1.0000,0.25,0
11.8230,0.0000,0.0000,0.0066,0.0254,-0.0066,-0.0254,0.0263,-0.0152,-0.0572,-0.0152,-0.0572,0.9983,3.39,0
11.8514,0.0000,0.0000,0.0057,0.0243,-0.0057,-0.0243,0.0249,-0.0057,-0.0121,-0.0057,-0.0121,0.9999,0.76,0
11.8859,0.0000,0.0000,0.0041,0.0218,-0.0041,-0.0218,0.0222,0.0015,0.0007,0.0015,0.0007,1.0000,0.10,0
11.9154,0.0000,0.0000,0.0027,0.0207,-0.0027,-0.0207,0.0208,0.0027,-0.0108,0.0027,-0.0108,0.9999,0.64,0
11.9472,0.0000,0.0000,0.0001,0.0178,-0.0001,-0.0178,0.0178,0.0170,0.0102,0.0170,0.0102,0.9998,1.14,0
11.9791,0.0000,0.0000,-0.0021,0.0143,0.0021,-0.0143,0.0145,0.0000,0.0000,0.0000,0.0000,1.0000,0.00,1
12.0284,0.0000,0.0000,-0.0029,0.0123,0.0029,-0.0123,0.0127,0.0000,0.0000,0.0000,0.0000,1.0000,0.00,1
12.0602,0.0000,0.0000,-0.0034,0.0122,0.0034,-0.0122,0.0127,0.0000,0.0000,0.0000,0.0000,1.0000,0.00,1
12.0940,0.0000,0.0000,-0.0063,0.0077,0.0063,-0.0077,0.0100,0.0000,0.0000,0.0000,0.0000,1.0000,0.00,1
12.1243,0.0000,0.0000,-0.0082,0.0059,0.0082,-0.0059,0.0101,0.0000,0.0000,0.0000,0.0000,1.0000,0.00,1
12.1587,0.0000,0.0000,-0.0101,0.0025,0.0101,-0.0025,0.0104,0.0000,0.0000,0.0000,0.0000,1.0000,0.00,1
12.1891,0.0000,0.0000,-0.0131,0.0028,0.0131,-0.0028,0.0134,0.0000,0.0000,0.0000,0.0000,1.0000,0.00,1
12.2218,0.0000,0.0000,-0.0183,-0.0023,0.0183,0.0023,0.0185,0.2190,0.2300,0.0601,0.0632,0.9962,5.00,0
12.2546,0.0000,0.0000,-0.0210,-0.0042,0.0210,0.0042,0.0214,0.0277,0.0084,0.0277,0.0084,0.9996,1.66,0
12.2852,0.0000,0.0000,-0.0240,-0.0060,0.0240,0.0060,0.0247,0.0356,0.0109,0.0356,0.0109,0.9993,2.13,0
12.3186,0.0000,0.0000,-0.0268,-0.0094,0.0268,0.0094,0.0284,0.0327,0.0289,0.0327,0.0289,0.9990,2.50,0
12.3645,0.0000,0.0000,-0.0294,-0.0123,0.0294,0.0123,0.0318,0.0221,0.0147,0.0221,0.0147,0.9996,1.52,0
12.3967,0.0000,0.0000,-0.0322,-0.0141,0.0322,0.0141,0.0352,0.0366,0.0133,0.0366,0.0133,0.9992,2.23,0
12.4311,0.0000,0.0000,-0.0356,-0.0166,0.0356,0.0166,0.0393,0.0449,0.0228,0.0449,0.0228,0.9987,2.88,0
12.4629,0.0000,0.0000,-0.0381,-0.0177,0.0381,0.0177,0.0420,0.0332,0.0050,0.0332,0.0050,0.9994,1.92,0
12.4950,0.0000,0.0000,-0.0417,-0.0197,0.0417,0.0197,0.0461,0.0511,0.0194,0.0511,0.0194,0.9985,3.13,0
12.5312,0.0000,0.0000,-0.0445,-0.0217,0.0445,0.0217,0.0495,0.0392,0.0169,0.0392,0.0169,0.9991,2.44,0
12.5614,0.0000,0.0000,-0.0471,-0.0229,0.0471,0.0229,0.0523,0.0431,0.0104,0.0431,0.0104,0.9990,2.54,0
12.5916,0.0000,0.0000,-0.0490,-0.0244,0.0490,0.0244,0.0547,0.0355,0.0159,0.0355,0.0159,0.9992,2.23,0
12.6206,0.0000,0.0000,-0.0504,-0.0247,0.0504,0.0247,0.0561,0.0306,0.0013,0.0306,0.0013,0.9995,1.75,0
12.6550,0.0000,0.0000,-0.0525,-0.0263,0.0525,0.0263,0.0587,0.0373,0.0148,0.0373,0.0148,0.9992,2.30,0
12.7023,0.0000,0.0000,-0.0530,-0.0268,0.0530,0.0268,0.0594,0.0168,0.0022,0.0168,0.0022,0.9999,0.97,0
12.7348,0.0000,0.0000,-0.0539,-0.0282,0.0539,0.0282,0.0609,0.0247,0.0160,0.0247,0.0160,0.9996,1.69,0
