Time_s,Target_X_m,Target_Y_m,Current_X_m,Current_Y_m,Error_X_m,Error_Y_m,Error_Dist_m,PID_Out_X,PID_Out_Y,Normal_X,Normal_Y,Normal_Z,Tilt_Angle_deg,Centered
6.7110,0.0000,0.0000,-0.0216,0.1525,0.0216,-0.1525,0.1540,0.0973,-0.6872,0.0122,-0.0863,0.9962,5.00,0
6.9181,0.0000,0.0000,-0.0459,0.1518,0.0459,-0.1518,0.1586,0.1206,-0.0755,0.0739,-0.0463,0.9962,5.00,0
7.7310,0.0000,0.0000,-0.0007,0.1362,0.0007,-0.1362,0.1362,-0.1799,-0.0088,-0.0871,-0.0043,0.9962,5.00,0
7.9394,0.0000,0.0000,-0.0087,0.1475,0.0087,-0.1475,0.1477,0.0370,-0.1234,0.0251,-0.0835,0.9962,5.00,0
8.1336,0.0000,0.0000,-0.0100,0.1547,0.0100,-0.1547,0.1551,0.0110,-0.1121,0.0085,-0.0867,0.9962,5.00,0
33.9466,0.0000,0.0000,-0.0637,0.1641,0.0637,-0.1641,0.1761,0.1342,-0.3456,0.0316,-0.0813,0.9962,5.00,0
34.1509,0.0000,0.0000,-0.0636,0.1678,0.0636,-0.1678,0.1795,0.0069,-0.0262,0.0069,-0.0262,0.9996,1.55,0
34.5542,0.0000,0.0000,-0.0411,0.1582,0.0411,-0.1582,0.1634,-0.0400,0.0006,-0.0400,0.0006,0.9992,2.29,0
34.7551,0.0000,0.0000,-0.0226,0.1154,0.0226,-0.1154,0.1176,-0.0337,0.0703,-0.0336,0.0703,0.9970,4.47,0
34.9548,0.0000,0.0000,-0.0176,0.0992,0.0176,-0.0992,0.1007,-0.0069,0.0184,-0.0069,0.0184,0.9998,1.12,0
35.1584,0.0000,0.0000,-0.0198,0.0884,0.0198,-0.0884,0.0906,0.0077,0.0079,0.0077,0.0079,0.9999,0.63,0
35.3555,0.0000,0.0000,-0.0306,0.0935,0.0306,-0.0935,0.0983,0.0262,-0.0248,0.0262,-0.0248,0.9993,2.07,0
35.5580,0.0000,0.0000,-0.0499,0.1158,0.0499,-0.1158,0.1260,0.0454,-0.0622,0.0454,-0.0621,0.9970,4.41,0
35.7583,0.0000,0.0000,-0.0597,0.1498,0.0597,-0.1498,0.1613,0.0278,-0.0900,0.0258,-0.0833,0.9962,5.00,0
35.9598,0.0000,0.0000,-0.0533,0.1680,0.0533,-0.1680,0.1762,-0.0050,-0.0610,-0.0050,-0.0610,0.9981,3.51,0
36.1591,0.0000,0.0000,-0.0236,0.1671,0.0236,-0.1671,0.1688,-0.0543,-0.0240,-0.0542,-0.0240,0.9982,3.40,0
36.3607,0.0000,0.0000,0.0195,0.1423,-0.0195,-0.1423,0.1436,-0.0856,0.0257,-0.0835,0.0251,0.9962,5.00,0
36.5610,0.0000,0.0000,0.0416,0.0939,-0.0416,-0.0939,0.1027,-0.0460,0.0771,-0.0447,0.0749,0.9962,5.00,0
36.7619,0.0000,0.0000,0.0414,0.0602,-0.0414,-0.0602,0.0730,-0.0018,0.0507,-0.0018,0.0507,0.9987,2.91,0
36.9621,0.0000,0.0000,-0.0016,0.0281,0.0016,-0.0281,0.0281,0.0882,0.0505,0.0757,0.0434,0.9962,5.00,0
37.1653,0.0000,0.0000,-0.0397,0.0218,0.0397,-0.0218,0.0453,0.0826,-0.0007,0.0825,-0.0007,0.9966,4.73,0
37.3653,0.0000,0.0000,-0.0965,0.0355,0.0965,-0.0355,0.1028,0.1260,-0.0422,0.0827,-0.0277,0.9962,5.00,0
37.5660,0.0000,0.0000,-0.1199,0.0714,0.1199,-0.0714,0.1396,0.0624,-0.0906,0.0495,-0.0718,0.9962,5.00,0
37.7647,0.0000,0.0000,-0.1162,0.0899,0.1162,-0.0899,0.1469,0.0085,-0.0580,0.0085,-0.0580,0.9983,3.36,0
37.9653,0.0000,0.0000,-0.0771,0.1154,0.0771,-0.1154,0.1387,-0.0658,-0.0754,-0.0573,-0.0657,0.9962,5.00,0
38.1707,0.0000,0.0000,-0.0140,0.1094,0.0140,-0.1094,0.1103,-0.1199,-0.0126,-0.0867,-0.0092,0.9962,5.00,0
38.3694,0.0000,0.0000,0.0511,0.0686,-0.0511,-0.0686,0.0856,-0.1308,0.0608,-0.0790,0.0368,0.9962,5.00,0
38.5751,0.0000,0.0000,0.0741,0.0334,-0.0741,-0.0334,0.0813,-0.0493,0.0530,-0.0493,0.0530,0.9974,4.15,0
38.7825,0.0000,0.0000,0.0724,-0.0131,-0.0724,0.0131,0.0736,-0.0003,0.0802,-0.0003,0.0801,0.9968,4.60,0
38.9807,0.0000,0.0000,0.0163,-0.0461,-0.0163,0.0461,0.0489,0.1142,0.0568,0.0781,0.0388,0.9962,5.00,0
39.1798,0.0000,0.0000,-0.0352,-0.0502,0.0352,0.0502,0.0613,0.1103,-0.0004,0.0872,-0.0003,0.9962,5.00,0
39.3859,0.0000,0.0000,-0.1023,-0.0268,0.1023,0.0268,0.1057,0.1487,-0.0573,0.0813,-0.0314,0.9962,5.00,0
39.5884,0.0000,0.0000,-0.1246,0.0161,0.1246,-0.0161,0.1256,0.0622,-0.1010,0.0458,-0.0742,0.9962,5.00,0
39.7893,0.0000,0.0000,-0.1189,0.0377,0.1189,-0.0377,0.1248,0.0065,-0.0605,0.0065,-0.0604,0.9982,3.48,0
39.9979,0.0000,0.0000,-0.0740,0.0630,0.0740,-0.0630,0.0972,-0.0762,-0.0710,-0.0638,-0.0594,0.9962,5.00,0
40.1992,0.0000,0.0000,-0.0049,0.0861,0.0049,-0.0861,0.0862,-0.1314,-0.0693,-0.0771,-0.0407,0.9962,5.00,0
40.4043,0.0000,0.0000,0.0364,0.0746,-0.0364,-0.0746,0.0830,-0.0801,0.0005,-0.0801,0.0005,0.9968,4.59,0
40.6104,0.0000,0.0000,0.0763,0.0322,-0.0763,-0.0322,0.0828,-0.0817,0.0664,-0.0677,0.0550,0.9962,5.00,0
