Time_s,Target_X_m,Target_Y_m,Current_X_m,Current_Y_m,Error_X_m,Error_Y_m,Error_Dist_m,PID_Out_X,PID_Out_Y,Normal_X,Normal_Y,Normal_Z,Tilt_Angle_deg,Centered
9.6320,0.0000,0.0000,0.3600,-0.1472,-0.3600,0.1472,0.3889,-4.3543,1.7810,-0.0807,0.0330,0.9962,5.00,0
9.6599,0.0000,0.0000,0.3392,-0.1452,-0.3392,0.1452,0.3690,0.1264,0.0441,0.0823,0.0287,0.9962,5.00,0
9.6911,0.0000,0.0000,0.3050,-0.1438,-0.3050,0.1438,0.3372,0.2837,0.0544,0.0856,0.0164,0.9962,5.00,0
9.7239,0.0000,0.0000,0.2709,-0.1382,-0.2709,0.1382,0.3041,0.2779,0.0031,0.0872,0.0010,0.9962,5.00,0
9.7582,0.0000,0.0000,0.2472,-0.1356,-0.2472,0.1356,0.2820,0.1678,0.0372,0.0851,0.0189,0.9962,5.00,0
9.7924,0.0000,0.0000,0.2284,-0.1320,-0.2284,0.1320,0.2638,0.0885,0.0278,0.0832,0.0262,0.9962,5.00,0
9.8209,0.0000,0.0000,0.2148,-0.1316,-0.2148,0.1316,0.2519,0.0787,0.0623,0.0684,0.0542,0.9962,5.00,0
9.8706,0.0000,0.0000,0.2054,-0.1314,-0.2054,0.1314,0.2439,-0.0326,0.0672,-0.0326,0.0672,0.9972,4.28,0
9.8996,0.0000,0.0000,0.1993,-0.1297,-0.1993,0.1297,0.2378,-0.0220,0.0444,-0.0220,0.0444,0.9988,2.84,0
9.9322,0.0000,0.0000,0.1962,-0.1322,-0.1962,0.1322,0.2366,-0.0653,0.1003,-0.0476,0.0731,0.9962,5.00,0
9.9657,0.0000,0.0000,0.1939,-0.1352,-0.1939,0.1352,0.2364,-0.0769,0.1076,-0.0507,0.0709,0.9962,5.00,0
9.9954,0.0000,0.0000,0.1953,-0.1390,-0.1953,0.1390,0.2398,-0.1239,0.1247,-0.0615,0.0619,0.9962,5.00,0
10.0295,0.0000,0.0000,0.1967,-0.1441,-0.1967,0.1441,0.2438,-0.1230,0.1395,-0.0577,0.0654,0.9962,5.00,0
10.0594,0.0000,0.0000,0.1965,-0.1493,-0.1965,0.1493,0.2467,-0.1039,0.1443,-0.0510,0.0708,0.9962,5.00,0
10.1014,0.0000,0.0000,0.1943,-0.1511,-0.1943,0.1511,0.2462,-0.0855,0.0986,-0.0572,0.0659,0.9962,5.00,0
10.1277,0.0000,0.0000,0.1934,-0.1500,-0.1934,0.1500,0.2448,-0.0923,0.0638,-0.0717,0.0496,0.9962,5.00,0
10.1596,0.0000,0.0000,0.1915,-0.1508,-0.1915,0.1508,0.2437,-0.0811,0.0915,-0.0579,0.0653,0.9962,5.00,0
10.1899,0.0000,0.0000,0.1907,-0.1510,-0.1907,0.1510,0.2432,-0.0954,0.0835,-0.0656,0.0575,0.9962,5.00,0
10.2412,0.0000,0.0000,0.1894,-0.1523,-0.1894,0.1523,0.2430,-0.0951,0.0931,-0.0623,0.0610,0.9962,5.00,0
10.2742,0.0000,0.0000,0.1902,-0.1509,-0.1902,0.1509,0.2428,-0.1158,0.0662,-0.0757,0.0433,0.9962,5.00,0
10.3048,0.0000,0.0000,0.1874,-0.1528,-0.1874,0.1528,0.2418,-0.0693,0.1083,-0.0470,0.0734,0.9962,5.00,0
10.3344,0.0000,0.0000,0.1873,-0.1552,-0.1873,0.1552,0.2433,-0.1045,0.1212,-0.0570,0.0660,0.9962,5.00,0
10.3659,0.0000,0.0000,0.1880,-0.1569,-0.1880,0.1569,0.2449,-0.1153,0.1073,-0.0638,0.0594,0.9962,5.00,0
10.3967,0.0000,0.0000,0.1864,-0.1584,-0.1864,0.1584,0.2446,-0.0850,0.1069,-0.0543,0.0683,0.9962,5.00,0
10.4332,0.0000,0.0000,0.1869,-0.1577,-0.1869,0.1577,0.2446,-0.1126,0.0802,-0.0710,0.0506,0.9962,5.00,0
10.4659,0.0000,0.0000,0.1862,-0.1579,-0.1862,0.1579,0.2441,-0.0984,0.0907,-0.0641,0.0591,0.9962,5.00,0
10.4968,0.0000,0.0000,0.1861,-0.1576,-0.1861,0.1576,0.2439,-0.1066,0.0843,-0.0684,0.0541,0.9962,5.00,0
10.5266,0.0000,0.0000,0.1867,-0.1573,-0.1867,0.1573,0.2442,-0.1163,0.0855,-0.0702,0.0517,0.9962,5.00,0
10.5611,0.0000,0.0000,0.1859,-0.1576,-0.1859,0.1576,0.2437,-0.0984,0.0931,-0.0634,0.0599,0.9962,5.00,0
10.5923,0.0000,0.0000,0.1849,-0.1567,-0.1849,0.1567,0.2424,-0.0962,0.0780,-0.0677,0.0549,0.9962,5.00,0
10.6365,0.0000,0.0000,0.1832,-0.1552,-0.1832,0.1552,0.2401,-0.0921,0.0746,-0.0678,0.0549,0.9962,5.00,0
10.6686,0.0000,0.0000,0.1801,-0.1535,-0.1801,0.1535,0.2366,-0.0681,0.0676,-0.0619,0.0615,0.9962,5.00,0
10.7045,0.0000,0.0000,0.1750,-0.1509,-0.1750,0.1509,0.2310,-0.0478,0.0589,-0.0478,0.0589,0.9971,4.35,0
10.7326,0.0000,0.0000,0.1719,-0.1451,-0.1719,0.1451,0.2250,-0.0603,0.0026,-0.0602,0.0026,0.9982,3.46,0
10.7690,0.0000,0.0000,0.1646,-0.1403,-0.1646,0.1403,0.2163,-0.0207,0.0303,-0.0207,0.0303,0.9993,2.10,0
10.7984,0.0000,0.0000,0.1591,-0.1331,-0.1591,0.1331,0.2074,-0.0221,-0.0181,-0.0221,-0.0181,0.9996,1.64,0
10.8290,0.0000,0.0000,0.1518,-0.1263,-0.1518,0.1263,0.1975,0.0003,-0.0118,0.0003,-0.0118,0.9999,0.67,0
10.8601,0.0000,0.0000,0.1429,-0.1180,-0.1429,0.1180,0.1854,0.0235,-0.0337,0.0235,-0.0337,0.9992,2.35,0
10.8905,0.0000,0.0000,0.1339,-0.1091,-0.1339,0.1091,0.1727,0.0328,-0.0487,0.0328,-0.0487,0.9983,3.37,0
10.9259,0.0000,0.0000,0.1244,-0.0992,-0.1244,0.0992,0.1591,0.0252,-0.0481,0.0252,-0.0481,0.9985,3.11,0
10.9573,0.0000,0.0000,0.1151,-0.0885,-0.1151,0.0885,0.1452,0.0407,-0.0772,0.0407,-0.0771,0.9962,5.00,0
10.9901,0.0000,0.0000,0.1049,-0.0784,-0.1049,0.0784,0.1310,0.0513,-0.0697,0.0513,-0.0696,0.9963,4.96,0
