Time_s,Target_X_m,Target_Y_m,Current_X_m,Current_Y_m,Error_X_m,Error_Y_m,Error_Dist_m,PID_Out_X,PID_Out_Y,Normal_X,Normal_Y,Normal_Z,Tilt_Angle_deg,Centered
14.2533,0.0000,0.0000,-0.3553,-0.2762,0.3553,0.2762,0.4501,4.6929,3.6485,0.0688,0.0535,0.9962,5.00,0
14.2855,0.0000,0.0000,-0.3245,-0.2687,0.3245,0.2687,0.4213,-0.2184,0.0421,-0.0856,0.0165,0.9962,5.00,0
14.3160,0.0000,0.0000,-0.3445,-0.2713,0.3445,0.2713,0.4385,0.4367,0.1717,0.0811,0.0319,0.9962,5.00,0
14.3998,0.0000,0.0000,-0.2877,-0.2580,0.2877,0.2580,0.3865,-0.1226,0.0691,-0.0760,0.0428,0.9962,5.00,0
14.4068,0.0000,0.0000,-0.2877,-0.2580,0.2877,0.2580,0.3865,0.1482,0.1327,0.0650,0.0582,0.9962,5.00,0
14.4284,0.0000,0.0000,-0.2658,-0.2510,0.2658,0.2510,0.3656,-0.2688,0.0002,-0.0872,0.0001,0.9962,5.00,0
14.4615,0.0000,0.0000,-0.2558,-0.2331,0.2558,0.2331,0.3460,0.0124,-0.0960,0.0112,-0.0864,0.9962,5.00,0
14.4933,0.0000,0.0000,-0.2437,-0.2263,0.2437,0.2263,0.3326,-0.0232,0.0339,-0.0232,0.0339,0.9992,2.36,0
14.5208,0.0000,0.0000,-0.2325,-0.2229,0.2325,0.2229,0.3221,-0.0403,0.0675,-0.0403,0.0674,0.9969,4.50,0
14.5537,0.0000,0.0000,-0.2246,-0.2168,0.2246,0.2168,0.3122,0.0225,0.0403,0.0225,0.0403,0.9989,2.65,0
14.5890,0.0000,0.0000,-0.2190,-0.2170,0.2190,0.2170,0.3083,0.0543,0.1169,0.0367,0.0791,0.9962,5.00,0
14.6209,0.0000,0.0000,-0.2145,-0.2156,0.2145,0.2156,0.3042,0.0592,0.0980,0.0451,0.0746,0.9962,5.00,0
14.6535,0.0000,0.0000,-0.2107,-0.2181,0.2107,0.2181,0.3033,0.0670,0.1477,0.0360,0.0794,0.9962,5.00,0
14.7008,0.0000,0.0000,-0.2080,-0.2149,0.2080,0.2149,0.2991,0.0907,0.0884,0.0625,0.0609,0.9962,5.00,0
14.7318,0.0000,0.0000,-0.2047,-0.2138,0.2047,0.2138,0.2960,0.0688,0.1028,0.0485,0.0725,0.9962,5.00,0
14.7635,0.0000,0.0000,-0.2016,-0.2117,0.2016,0.2117,0.2924,0.0731,0.0884,0.0556,0.0672,0.9962,5.00,0
14.7931,0.0000,0.0000,-0.2007,-0.2108,0.2007,0.2108,0.2910,0.0983,0.1032,0.0601,0.0632,0.9962,5.00,0
14.8299,0.0000,0.0000,-0.2000,-0.2112,0.2000,0.2112,0.2908,0.1034,0.1205,0.0568,0.0662,0.9962,5.00,0
14.8596,0.0000,0.0000,-0.1977,-0.2086,0.1977,0.2086,0.2874,0.0798,0.0813,0.0611,0.0622,0.9962,5.00,0
14.8931,0.0000,0.0000,-0.1961,-0.2057,0.1961,0.2057,0.2842,0.0917,0.0795,0.0659,0.0571,0.9962,5.00,0
14.9250,0.0000,0.0000,-0.1923,-0.2082,0.1923,0.2082,0.2834,0.0608,0.1477,0.0332,0.0806,0.9962,5.00,0
14.9571,0.0000,0.0000,-0.1884,-0.2070,0.1884,0.2070,0.2799,0.0585,0.1012,0.0436,0.0755,0.9962,5.00,0
14.9879,0.0000,0.0000,-0.1902,-0.2051,0.1902,0.2051,0.2797,0.1321,0.0910,0.0718,0.0495,0.9962,5.00,0
15.0339,0.0000,0.0000,-0.1898,-0.2044,0.1898,0.2044,0.2789,0.1058,0.1096,0.0606,0.0628,0.9962,5.00,0
15.0676,0.0000,0.0000,-0.1888,-0.2078,0.1888,0.2078,0.2807,0.0970,0.1581,0.0456,0.0743,0.9962,5.00,0
15.0980,0.0000,0.0000,-0.1857,-0.2056,0.1857,0.2056,0.2771,0.0682,0.0893,0.0529,0.0693,0.9962,5.00,0
15.1272,0.0000,0.0000,-0.1884,-0.2028,0.1884,0.2028,0.2768,0.1468,0.0776,0.0771,0.0408,0.9962,5.00,0
15.1639,0.0000,0.0000,-0.1869,-0.2060,0.1869,0.2060,0.2781,0.0923,0.1536,0.0449,0.0747,0.9962,5.00,0
15.1982,0.0000,0.0000,-0.1857,-0.2038,0.1857,0.2038,0.2757,0.0958,0.0926,0.0627,0.0606,0.9962,5.00,0
15.2295,0.0000,0.0000,-0.1871,-0.2030,0.1871,0.2030,0.2761,0.1293,0.1083,0.0668,0.0560,0.9962,5.00,0
15.2586,0.0000,0.0000,-0.1824,-0.2015,0.1824,0.2015,0.2718,0.0434,0.0982,0.0353,0.0797,0.9962,5.00,0
15.2937,0.0000,0.0000,-0.1848,-0.1967,0.1848,0.1967,0.2699,0.1372,0.0614,0.0796,0.0356,0.9962,5.00,0
15.3253,0.0000,0.0000,-0.1796,-0.1854,0.1796,0.1854,0.2581,0.0435,-0.0327,0.0435,-0.0327,0.9985,3.12,0
15.3699,0.0000,0.0000,-0.1774,-0.1847,0.1774,0.1847,0.2561,0.0875,0.1050,0.0558,0.0670,0.9962,5.00,0
15.4024,0.0000,0.0000,-0.1715,-0.1844,0.1715,0.1844,0.2519,0.0328,0.1082,0.0253,0.0834,0.9962,5.00,0
15.4325,0.0000,0.0000,-0.1588,-0.1453,0.1588,0.1453,0.2152,-0.0704,-0.4264,-0.0142,-0.0860,0.9962,5.00,0
15.4663,0.0000,0.0000,-0.1578,-0.1556,0.1578,0.1556,0.2216,0.0873,0.2190,0.0323,0.0810,0.9962,5.00,0
15.4942,0.0000,0.0000,-0.1537,-0.1499,0.1537,0.1499,0.2147,0.0389,0.0144,0.0389,0.0144,0.9991,2.38,0
15.5351,0.0000,0.0000,-0.1409,-0.1344,0.1409,0.1344,0.1948,-0.0335,-0.0641,-0.0335,-0.0641,0.9974,4.15,0
15.5584,0.0000,0.0000,-0.1349,-0.1271,0.1349,0.1271,0.1853,-0.0147,-0.0417,-0.0147,-0.0417,0.9990,2.53,0
15.5913,0.0000,0.0000,-0.1277,-0.1187,0.1277,0.1187,0.1743,-0.0031,-0.0208,-0.0031,-0.0208,0.9998,1.20,0
15.6265,0.0000,0.0000,-0.1210,-0.1106,0.1210,0.1106,0.1639,0.0061,-0.0159,0.0061,-0.0159,0.9999,0.98,0
15.6586,0.0000,0.0000,-0.0841,-0.1312,0.0841,0.1312,0.1558,-0.3953,0.3440,-0.0658,0.0573,0.9962,5.00,0
15.6873,0.0000,0.0000,-0.0825,-0.1282,0.0825,0.1282,0.1525,0.0417,0.0455,0.0416,0.0455,0.9981,3.54,0
15.7376,0.0000,0.0000,-0.0870,-0.1296,0.0870,0.1296,0.1561,0.1016,0.0983,0.0627,0.0606,0.9962,5.00,0
15.7682,0.0000,0.0000,-0.0880,-0.1201,0.0880,0.1201,0.1489,0.0804,-0.0408,0.0777,-0.0395,0.9962,5.00,0
15.8021,0.0000,0.0000,-0.0848,-0.1060,0.0848,0.1060,0.1357,0.0266,-0.0913,0.0244,-0.0837,0.9962,5.00,0
15.8361,0.0000,0.0000,-0.0795,-0.0976,0.0795,0.0976,0.1259,-0.0025,-0.0322,-0.0025,-0.0322,0.9995,1.85,0
15.8682,0.0000,0.0000,-0.0737,-0.0907,0.0737,0.0907,0.1169,-0.0123,-0.0177,-0.0123,-0.0177,0.9998,1.23,0
15.8975,0.0000,0.0000,-0.0658,-0.0861,0.0658,0.0861,0.1084,-0.0446,0.0090,-0.0446,0.0090,0.9990,2.61,0
15.9278,0.0000,0.0000,-0.0593,-0.0778,0.0593,0.0778,0.0978,-0.0333,-0.0472,-0.0333,-0.0472,0.9983,3.31,0
15.9613,0.0000,0.0000,-0.0504,-0.0695,0.0504,0.0695,0.0858,-0.0573,-0.0401,-0.0573,-0.0401,0.9976,4.01,0
