Time_s,Target_X_m,Target_Y_m,Current_X_m,Current_Y_m,Error_X_m,Error_Y_m,Error_Dist_m,PID_Out_X,PID_Out_Y,Normal_X,Normal_Y,Normal_Z,Tilt_Angle_deg,Centered
15.5442,0.0000,0.0000,0.2013,0.2993,-0.2013,-0.2993,0.3608,-0.4424,-0.6578,-0.0487,-0.0723,0.9962,5.00,0
15.6479,0.0000,0.0000,0.1422,0.2062,-0.1422,-0.2062,0.2504,0.1021,0.1628,0.0463,0.0739,0.9962,5.00,0
15.7483,0.0000,0.0000,0.1442,0.2054,-0.1442,-0.2054,0.2510,-0.0213,-0.0232,-0.0213,-0.0232,0.9995,1.81,0
15.8472,0.0000,0.0000,0.1260,0.1722,-0.1260,-0.1722,0.2133,0.0206,0.0447,0.0206,0.0447,0.9988,2.82,0
15.9499,0.0000,0.0000,0.1170,0.1800,-0.1170,-0.1800,0.2147,0.0019,-0.0398,0.0019,-0.0398,0.9992,2.28,0
16.0498,0.0000,0.0000,0.1151,0.1843,-0.1151,-0.1843,0.2173,-0.0127,-0.0345,-0.0127,-0.0344,0.9993,2.10,0
16.1537,0.0000,0.0000,0.1131,0.1929,-0.1131,-0.1929,0.2236,-0.0130,-0.0450,-0.0130,-0.0450,0.9989,2.68,0
16.2564,0.0000,0.0000,0.1181,0.1797,-0.1181,-0.1797,0.2150,-0.0281,-0.0013,-0.0281,-0.0013,0.9996,1.61,0
16.3568,0.0000,0.0000,0.1167,0.1783,-0.1167,-0.1783,0.2131,-0.0161,-0.0258,-0.0161,-0.0257,0.9995,1.74,0
16.4622,0.0000,0.0000,0.1132,0.1636,-0.1132,-0.1636,0.1989,-0.0121,0.0015,-0.0121,0.0015,0.9999,0.70,0
16.5663,0.0000,0.0000,0.1078,0.1477,-0.1078,-0.1477,0.1828,-0.0082,0.0044,-0.0082,0.0044,1.0000,0.54,0
16.6721,0.0000,0.0000,0.1065,0.1422,-0.1065,-0.1422,0.1777,-0.0172,-0.0168,-0.0172,-0.0168,0.9997,1.38,0
16.7791,0.0000,0.0000,0.0949,0.1199,-0.0949,-0.1199,0.1529,0.0041,0.0185,0.0041,0.0185,0.9998,1.08,0
16.8764,0.0000,0.0000,0.0840,0.0995,-0.0840,-0.0995,0.1302,0.0034,0.0165,0.0034,0.0165,0.9999,0.97,0
16.9844,0.0000,0.0000,0.0802,0.0916,-0.0802,-0.0916,0.1218,-0.0112,-0.0087,-0.0112,-0.0087,0.9999,0.81,0
17.0881,0.0000,0.0000,0.0683,0.0692,-0.0683,-0.0692,0.0972,0.0060,0.0223,0.0060,0.0223,0.9997,1.32,0
17.1924,0.0000,0.0000,0.0510,0.0429,-0.0510,-0.0429,0.0666,0.0183,0.0323,0.0183,0.0323,0.9993,2.13,0
17.2963,0.0000,0.0000,0.0365,0.0190,-0.0365,-0.0190,0.0411,0.0139,0.0298,0.0139,0.0298,0.9995,1.88,0
17.3999,0.0000,0.0000,0.0330,0.0136,-0.0330,-0.0136,0.0357,-0.0081,-0.0068,-0.0081,-0.0068,0.9999,0.61,0
17.5052,0.0000,0.0000,0.0185,-0.0030,-0.0185,0.0030,0.0188,0.0152,0.0174,0.0152,0.0174,0.9997,1.32,0
17.6100,0.0000,0.0000,0.0076,-0.0156,-0.0076,0.0156,0.0174,0.0092,0.0107,0.0092,0.0107,0.9999,0.81,0
17.7119,0.0000,0.0000,0.0060,-0.0180,-0.0060,0.0180,0.0190,-0.0093,-0.0093,-0.0093,-0.0093,0.9999,0.75,0
17.8162,0.0000,0.0000,-0.0040,-0.0279,0.0040,0.0279,0.0281,0.0083,0.0067,0.0083,0.0067,0.9999,0.61,0
17.9158,0.0000,0.0000,-0.0094,-0.0325,0.0094,0.0325,0.0338,-0.0000,-0.0030,-0.0000,-0.0030,1.0000,0.17,0
18.0184,0.0000,0.0000,-0.0136,-0.0368,0.0136,0.0368,0.0392,-0.0019,-0.0031,-0.0019,-0.0031,1.0000,0.21,0
18.1188,0.0000,0.0000,-0.0207,-0.0447,0.0207,0.0447,0.0492,0.0045,0.0052,0.0045,0.0052,1.0000,0.39,0
